date,title,location,duration,content,source_file
2025-04-01,Flag 進 brassMonkey,心室,1.0,"強度：中  
- [x] flag —> brassMonkey  
- [x] drop （跳三次，有一次比較好，但好可怕，空間好小）  
- [x] 第二小時帶體驗（阿瑞＋爸）  
    - [x] 暖身 10-15分鐘  
        - [x] 伸展  
        - [x] 管上暖身  
            - [x] 掛著 勾腳 10秒  
            - [x] 膝蓋吸起來 2次+定 3 s  
    - [x] 串聯  
        - [x] 側 Hook   
            - [x] 仰臥  
            - [x] 青蛙轉  
            - [x] 蹺腳轉  
            - [ ] Bellerina  
        - [x] 正爬  
            - [x] 正爬 —> 正坐  
        - [x] 正坐  
            - [x] 正坐+穿手手  
            - [ ] 正坐+往後延伸（剪刀腳＋勾勾腳）  
        - [x] 旋轉  
            - [x] 大字轉  
            - [ ] 旋轉管 chair spin （兩手抓）  
            - [ ] Or 膝蓋夾轉  ",日常練管紀錄 202504-06.md
2025-04-08,倒立 + 十字腿,心室,1.0,"強度：中  
- [x] 暖身  
- [x] 倒立練習  
- [ ] 倒立進去直升機  
- [x] Handspring 進去直升機  
  ",日常練管紀錄 202504-06.md
2025-04-13,PoleFlow 練習,家,1.0,"強度：低  
Secret Seductress Training  
- [x] 設備  
    - [x] 衣服  
    - [x] 燈光  
    - [x] 手機+insta  
    - [x] 音樂  
- [x] 暖身  
    - [x] 平板支撐  
    - [x] Wave 練習（順上、順下）  
    - [x] 眼神練習  
    - [x] 肩胸臀  
    - [x] 腳轉轉  
- [x] 玩一些  
    - [x] Twerk  
    - [x] 椅子舞  
    - [x] polefloor  
- [x] 收操  
    - [x] 拉筋 king pigeon  
    - [x] 拉 後腰  
    - [x] 按摩舒緩  
  ",日常練管紀錄 202504-06.md
2025-04-15,熟悉等級 1 的 handspring,心室,1.0,"強度：中  
目標：熟練自信、穩定度、成功率  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上：坐著、deadlift 預備  
    - [x] 類似倒立：手推車  
- [x] 等級 1（練 3 次）  
    - [x] 旋轉 Brassmonkey —> banana handspring 2024/11/8  
    - [x] 固定 穿牛仔褲往旁進 A 2025/3/12  
    - [x] 旋轉 右腳在上的Allegra—> A 2024/12/23  
    - [x] 固定 跳上 A —> 十字腿直升機 2025/3/3  ",日常練管紀錄 202504-06.md
2025-04-16,課後踢三個handspring,舞雲,0.0,"* 成功率：2/6，其餘沒一秒，三個有開腳  
* 穩定度：兩個成功的有10秒，但要先踢好幾個X暖好才進得去  
* 表現：成功的還挺好，腿可以直的話更帥了  
  ",日常練管紀錄 202504-06.md
2025-04-17,熟悉等級 1 的 handspring，Titanic,Flow,1.0,"* 強度：高  
    * 身體狀況不佳，連續練管 3 天＋樓下施工沒睡飽  
    * 感覺練續做 10 個 Straddle 強度就很高  
* 目標：拉體力、熟悉 handspring  
* 表現：做不出 handspring, 練習一些旋轉管的東西  
- [x] 暖身（15 min）  
    - [x] 拉伸  
    - [x] Straddle *10  
    - [x] Shoulder Mount  
    - [x] 管上  
- [x] 主菜  
    - [x] Ayesha 各 3 次 （30 min）  
        - [x] 固定 brassMonkey —> double knee hook —> inside leg hang —>A 2024/7/22 (1)  
            * 進入 A: 0/4，就當練習前面 shoulderMount + 固定管囉  
        - [x] 旋轉 曬日光浴+聽電話 —> A 2024/11/22 (1)  
            * 進入 A: 0/4，就當練習前面旋轉管的東西囉  
            * 聽電話那個butterfly，有進步! 進入比較俐落了  
    - [x] Spin 玩 3 次 （15 min）  
        - [x] Titanic  
            * 0/4，比較有找到張力，但還是不能全放  ",日常練管紀錄 202504-06.md
2025-04-18,try 空翻,長興,1.5,"* 暖身  
    * 動態跳2-3個：往上跳、大字腿跳、向上抱腿跳、前拍跳，前拍+大字+左轉+右轉  
    * 動態小翻2個：前滾翻、後滾翻、側手翻  
    * 倒立1分鐘，雙腳跳蹬地10個  
    * 原地10個：平 蹲 直跳；平蹲 抱腿（爆發力）  
    * 往後鋤頭抱腿10個；地板起下腰10個  
* 後手翻（差不多15個  
    * 用滾筒3+用滾筒跳3  
    * 教練保3*3  
* 側手翻（差不多10個  
    * 原地側手翻：手腳要在一直線；結尾手要起來；我有基礎在、注意腳要一直線  
    * 助跑側手翻：腳用力甩、不用跳太高  
* 前空翻（差不多10個  
    * 前滾高的，要抱腳、結尾要往前撲  
    * 我的手撐太多了，所以慣性沒了  
  ",日常練管紀錄 202504-06.md
2025-04-19,倒立練習,家,0.5,"* [林芊妤倒立跟練](https://youtu.be/Mvl7A1uj0WQ?si=JtB4wjpqEIAshXaP)  
* 兩隻腳同時跳起很難  
* 嘗試雙腳離開！一直抖但可以撐一下下  ",日常練管紀錄 202504-06.md
2025-04-22,練習Ayesha,心室,1.0,"* 強度：中  
- [x] 暖身（15 min）  
    - [x] 拉伸  
    - [x] 管上：Deadlift preparation 散步、左右  
- [x] 主菜  
    - [x] Ayesha 各 3 次  
        - [x] Football grip Ayesha  
            * 練習從 DragonFly 進去（2025/4/21 教的）--> 感覺還是不太穩  
            * 成功率：3/5  
        - [x] 固定 Jamilla—>挖手-->butterfly  
            * 算是結合原本課表安排🤣降低難度  
                * 固定轉 butterfly —> A 2024/6/17 (1)  
                * 固定 Jamilla—>挖手—>A 2025/4/16 (1)  
            * 成功率：4/7，到蝴蝶是100% 但可以再乾淨；到Ayesha 也可以再乾淨  
            * Jamilla 到後面會手軟，就歪掉了。還是不太容易直接 Jamilla—>Ayesha  
        - [x] 旋轉  ~~跳上 A~~ —> 扒腳-->電風扇 2024/12/30 (1)  
            * 放棄跳上，用毛毛蟲進入  
            * 旋轉 毛毛蟲到Ayesha 成功率：3/4  
            * Ayesha 到抓腳：0/4，還是抓不到，感覺是屁股沒留住，一放上腳就掉下去  
  ",日常練管紀錄 202504-06.md
2025-04-23,課後踢三個handspring,舞雲,0.0,"* 成功率：3/3  
* 穩定度：還可以，但沒有事  
* 表現：踢得蠻好，但有點不小心忍不住收腿  
* 練了 deadlift，結構還不夠穩，下手軟掉了，上手有點扭  
    * 小歐說要捲腹、胸部也要用力  
  ",日常練管紀錄 202504-06.md
2025-04-24,熟悉等級 1 的 handspring，Janeiro,Flow,1.0,"* 目標：拉體力，熟悉多樣動作與 Ayesha 進入法，但不要用 Straddle 玩爆🤣  
* 強度：高  
* 表現：狀態還不錯（沒有被Straddle玩爆），一開始有點累、但後面慢慢有練開的感覺  
- [x] 暖身（15 min）  
    - [x] 拉伸  
    - [x] 管上  
        - [x] 爬管  
        - [x] Straddle * 左右各 2  
        - [x] ShoulderMount * 左右各 2  
        - [x] Left BrassMonkey  
- [x] 主菜  
    - [x] Ayesha 各 3   
        - [x] 旋轉 HelloBoy—>穿左腳-->翻上去依依之力-->四號腿-->漂亮腳腳-->A 2024/12/9 (1)  
            * 成功率：4/5  
            * 感覺全靠手有點點可怕，看以前影片，我現在上手有力了、結果太拉了  
            * 腳背沒有全程繃緊，依依之力找回中...  
        - [x] 固定 Sneaky(?)—>蹺腳-->拉出來 A 2025/1/22 (1)  
            * 成功率：3/5  
            * 前面失敗是因為被自己腳卡住，發現原因以後 都成功了  
        - [x] 旋轉 2024/11/10 (1)  
            * 成功率：3/3  
            * Reiko 上真的爆炸轉  
            * 練了最後不同的下手，還是 handspring 手舒服，門神太凹背了  
        - [x] 旋轉 Allegra(右側高)-->體前彎-->dragon fly—> A 2025/2/10 (2)  
            * 成功率：0/1  
            * 試了一次，把自己嚇死  
    - [x] 其他  
        - [x] 旋轉 BrassMonkey —> Janeiro 2025/4/21  
            * 成功率：1/3  
            * 成功了放腿了！！但是 hold 得不夠久（趕著時間到了😂）  
* 👀新觀察：在管上的時間，自己練 1 小時 ≈ 上課1.5~2小時  
    * 自己練習在管上的時間比上課久  
        * 例如今天影片（不含暖身）加加起來就 600 秒  
        * 前一次在小教室大概 400 秒，但是我刪了很多影片  
        * 所以自己練大概：450-700 秒 在管上（不含暖身）  
    * 上課採樣了前面幾次（不含暖身），旋轉管>固定=跑跑  
        * 旋轉管大概：400-450秒  
        * 固定和跑跑：200-400 秒  
  ",日常練管紀錄 202504-06.md
2025-04-25,空翻,長興,1.5,"* 暖身：  
* 後手翻：多練下腰，往後甩的力氣  
* 側空翻：多練側手翻，去操場翻，累積 10000 個側手翻就可以空翻了  
* 前空翻：前滾翻抬高，要往前慣性  ",日常練管紀錄 202504-06.md
2025-04-28,課後 hold 一下 deadlift,舞雲,0.0,"* 成功率：右高有一圈，左高不行  
* 穩定度：右高還可以，左高不行  
* 表現：感覺要拉一下，左高不行  
  ",日常練管紀錄 202504-06.md
2025-04-29,手倒立,心室,1.0,"* 目標：手倒立  
* 強度：低  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 左邊正爬  
    - [x] Swing  
- [x] 主菜  
    - [x] 手倒立 各 3 次  
        - [x] Brass monkey—>bounce—>handstand 2025/4/16 (1)  
            * 成功率 4/4  
            * 可以做到，但沒有 bounce  
        - [x] 倒立進十字腿 2025/4/2 (1)  
            * 成功率 0/5  
        - [x] Jamilla—>handstand 2025/4/16 (1) 感覺可能不止 1，有點危險  
            * 成功率 0/9  
            * 有一次找到進入的感覺，自己練有點怕摔  
  ",日常練管紀錄 202504-06.md
2025-04-30,課後踢三個handspring,舞雲,0.0,"* 成功率：4/4  
* 穩定度：比較低  
* 表現：腳比較能打直了，同學覺得很帥哈哈哈，然後覺得我的手位置很高。但我覺得手的位置還好，然後左腳路徑可以再清晰一點。  
  ",日常練管紀錄 202504-06.md
2025-05-01,Ayesha,Flow,1.0,"* 目標：拉體力  
* 強度：高（主要是兩週前沒練成的部分，這次的 ayesha 都有做好！）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上肌力 hold 縮腳  
- [x] 主菜  
    - [x] Ayesha  
        - [x] 旋轉 曬日光浴+聽電話 —> A 2024/11/22 (1)  
        - [x] 固定 sneaky 2024/8/7 類似 2025/1/3 的handstand (1)  
        - [x] 固定 brassMonkey —> double knee hook —> inside leg hang —>A 2024/7/22 (類似 2024/7/8) (1)  
    - [x] 其他  
        - [x] 旋轉管 Flag 2024/11/11  ",日常練管紀錄 202504-06.md
2025-05-02,空翻,長興,1.5,"帶阿瑞去  
* 暖身  
* 後翻：要跳  
* 側翻：手不要立刻往下撲  
* 前翻  ",日常練管紀錄 202504-06.md
2025-05-05,小旋轉,心室,1.0,"強度：中  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上  
- [x] 主菜  
    - [x] 各種旋轉  
        - [x] 雪莉小旋轉  
        - [x] 2025/2/19穿腳  
        - [x] 20241125旋轉  
    - [x] Deadlift hold  
    - [x] Janeiro 成功率: 1/2  
##   ",日常練管紀錄 202504-06.md
2025-05-06,高跟鞋,心室,2.0,"強度：中（月經第一天快死掉，還是跳了兩小時，舒服了）  
第一次穿自己的高跟鞋！第一次自己玩高跟鞋～  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上  
- [x] 主菜: 高跟鞋  
    - [x] Kira 的第一堂課  
        - [x] Core elements: step, slide, turn, wave, butterfly  ",日常練管紀錄 202504-06.md
2025-05-07,極限武術,長興,1.5,"* 旋踢、360 旋踢  
* 後擺腿、720 後擺腿  
* 360 旋踢+後擺腿+側手翻  
* 埋頭旋  
* 旋子轉體  
* 後手翻  ",日常練管紀錄 202504-06.md
2025-05-08,軟招,Flow,1.0,"* 強度：高（經期第三天，狀態還不錯！）  
- [x] 暖身 20 min  
    - [x] 拉伸  
    - [x] 管上肌力  
    - [x] 胸、腰、腿拉伸  
- [x] 主菜：軟招 3  
    - [x] 像樹懶的側腿 2025/4/30  
        * 成功率：3/4。第一次感覺鑽得不夠深、但有成功。第二次 hook 結構鬆了  
        * 只要抓到上腳，下腳先撕開、上腳再拉就穩了  
    - [x] 左腳 outside leg hang —> 天堂鳥 2025/4/9  
        * 成功率：2/4  
    - [x] 依依 split 2024//10/9  
        * 成功率：2/4  
- [x] 踢三個 handspring  
    * 成功率：3/3  
    * 穩定度：中，第二次險些軟手  ",日常練管紀錄 202504-06.md
2025-05-09,基本功 Ayesha,Flow,1.0,"* 強度：中（感覺今天身體比較累 ’ _>ˋ）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上  
- [x] 主菜  
    - [x] Ayesha  
        - [x] 固定 inside leg hang —> A 2024/7/8 (1)  
            * 成功率：3/3  
        - [x] 旋轉 曬日光浴躺著進去2025/3/19 (2)  
            * 成功率：4/6  
            * 第一次成功自己進 elbow Ayesha!  🔓成功解鎖自己做的 elbow handspring 了！  
                * p.s. 後來 0512 雪莉說不可以把腳伸直 D 拉出，elbow Ayesha要跪著好出！  
                * 我看我的影片D 也可以拉出來，但就非常不穩～  
        - [x] 旋轉 跳上 A —> 扒腳-->電風扇 2024/12/30 (1)  
            * 今天跳不上去（可能是背有點酸，elbow Ayesha 爆掉了）  
            * 抓腳成功率：3/3  ",日常練管紀錄 202504-06.md
2025-05-12,課後deadlift hold,舞雲,0.0,"* 穩定度低，但勉強 hold 住（可能是今天 elbow Ayesha 很消耗左手支撐）  
##   ",日常練管紀錄 202504-06.md
2025-05-13,手倒立+高跟鞋,心室,2.0,"* 強度：中（突然發現小招/基本功，做得蠻快的）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
- [x] 主菜  
    - [x] Ayesha  
        - [x] 固定 Jamilla—>挖手—>A 2025/4/16 (1)  
            * 成功率：5/8。可以不用腳偷了！  
        - [x] 固定 單手 Straddle 躺進 A 2025/3/12 (2)  
            * 成功率：5/5。可以自己做了，但過程會用右該邊偷，直到左手撐到。後面會用屁股推出來了！  
        - [x] Princess —> Ayesha [https://www.instagram.com/reel/DH6gPfwMtyl/?igsh=NTFmOGVzeTVmdHd4](https://www.instagram.com/reel/DH6gPfwMtyl/?igsh=NTFmOGVzeTVmdHd4)  
            * 成功率：?/4。會用腳偷，直接彈過去有點可怕。用毛毛蟲穩穩過去。  
    - [x] 倒立  
        - [x] 上週他們做的手倒立  
            * 不敢彈跳，稍微試了一下  
        - [x] 倒立進十字腿 2025/4/2 (1)  
            * 成功率：0/3，停不住耶  
        - [x] Jamilla—>handstand 2025/4/16 (1)  
            * 成功率：5/8  
    - [x] 高跟鞋  
        - [x] 第二堂課  ",日常練管紀錄 202504-06.md
2025-05-14,課後踢 3 個 handspring,舞雲,0.0,"* 成功率：4/4  
* 穩定度：有變高！  
* 表現：試著在上面像海草，緩慢放下逐漸接近X！  ",日常練管紀錄 202504-06.md
2025-05-15,一些 Ayesha＋BM Flip,Flow,1.0,"* 強度：高（一開始暖身感覺有點累，後面有練開）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上  
- [x] 主菜  
    - [x] Ayesha  
        - [x] 固定 inside leg hang —> A 2024/7/8 (1)  
            * 成功率：3/3，基本功暖身。比較有找到轉轉轉的感覺～  
        - [x] 旋轉 Allegra(右側高)-->體前彎-->dragon fly—> A 2025/2/10 (2)  
            * 成功率：3/4，解鎖這套！  
        - [x] (類似)旋轉 這套感覺可以進 —> 蹺腳 -->拉出來 A /12/25 (1)  
            * 成功率：2/3，不知道為什麼很滑  
    - [x] Drop/Flip類  
        - [x] 固定 Handspring —> 右邊 brass monkey bridge --> 跳 2025/4/28 (1)  
            * 成功率：3/4，失敗那次位置太低了不敢跳。放樹懶🦥在目標位置有幫助欸！因為會忍不住看他💓  
            * 🔓成功解鎖自己做的 BM Flip 了！  ",日常練管紀錄 202504-06.md
2025-05-16,Elbow 系列,Flow,1.0,"* 強度：中  
    * 早上10:00身體超累、很無力、還暈管、感覺有點危險。可能因為昨天練管＋複習卡比的重訓。  
    * 其實練的不多，自拍比較多🤣  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 管上  
- [x] 主菜  
    - [x] Elbow（或可串起來？）  
        - [x] Swimmer 2024/8/21, 2025/2/5  
            * 成功率：2/5 （一開始用錯位置＋沒有踢開，所以失敗。weird straddle 明顯比半年前好！但感覺今天體力有點跟不上，而且還是自己抓不到腳～）  
        - [x] Russian layback, Satellite 2025/2/3  
            * 成功率：3/3（後面試著接 Janeiro，但做到後面腋下超濕整個滑爆＋沒力氣）  ",日常練管紀錄 202504-06.md
2025-05-19,"課後deadlift hold, 能跑的話跑一下正手鳳凰",舞雲,0.0,"* 多跑三個鳳凰，用跳的上去。能過頭了，比腳有慣性感覺  
* 但hold 不太上去  
  ",日常練管紀錄 202504-06.md
2025-05-20,Iguana,Flow,1.0,"* 強度：中（今天抓握力超級差耶，可能是因為昨天練跑跑瀑布鳳凰類。不要逼死自己明天還要上課😌）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
- [x] 主菜  
    - [x] Ayesha  
        - [x] (類似) 旋轉 先開elbow大字 —> 最後要抬屁股  2025/1/22 (2)  
            * 可以自己撈到4/5，需要高度，失敗那次因為太低了。  
            * 沒有成功抬屁股～  
    - [x] 旋轉  
        - [x] 依依的第二堂課，iguana(黑色衣服) 2024/10/14  
            * 成功率：2/3，前面還是放不了手耶，然後今天握力太差了，也沒做出三道彎  
        - [x] iguana(黑色衣服) 2025/1/20  
            * 成功率：0/3，前面還是放不了手耶，然後今天握力太差了，也沒做出三道彎  
    - [x] Drop/Flip類  
        - [x] Left leg Outside leg hang 跳 2025/5/12  
            * 成功率：4/4，只有跳（前面的動作沒力了🤪）  
            * 跳得下來啦，但是感覺有點軟，左腿不夠力，然後可以少抖一點🤣（下次換邊看看？）  ",日常練管紀錄 202504-06.md
2025-05-21,課後希臘神腹上三個,舞雲,0.0,"* 成功率：0/3 -> 用腳夾上去一次  
* 穩定度：不太夠  
* 表現：會用腳偷尻上去  ",日常練管紀錄 202504-06.md
2025-05-22,handstand,心室,1.0,"* 強度：中（狀態挺好的）  
- [x] 暖身  
- [x] 主菜  
    - [x] Ayesha  
        - [x] 固定 右腳 jasmine —> A 2025/2/5 (2.5)  
            * 成功進 cup 6/6（但是不會彈出去、只會偷偷爬出去😂）  
            * 🔓成功解鎖自己做的 cup handspring 了！  
        - [x] Handstand 2025/1/3  
            - [x] 地上brassmonkey-->地上sneaky v—>BM bridge  
                * 成功率：3.6?/5 腳不要偷踩啦，看好手前面地板  
            - [x] 跳上 handstand brassmonkey-->BM 劈腿—>抓腳躺下軸支撐 bridge  
                * 成功率：4/5，成功自己跳上去 handstnad BM 了！  
        - [x] 固定 iguana 十字腿 A 2025/3/5 (2)  
            * 成功率：2/5，那兩次也是偷過去的😂不帥  
        - [x] 他們上週的課  
            * 成功率：0/7，不太會手支撐+開腳的位置，還進不到 Shoulder Mount（會怕）  ",日常練管紀錄 202504-06.md
2025-05-26,固定腹上三個,舞雲,0.0,"* 成功率：3/5  
* 穩定度：還可以，但是要跳，目標是可以 air 做  
* 表現：雪莉說要翻胸多一點（比直覺再多）  ",日常練管紀錄 202504-06.md
2025-05-27,基本功 各種 handspring 一次滿足＋flag 上,心室,1.5,"* 強度：中（狀態蠻好的）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
- [x] 主菜  
    - [x] 更熟悉 Flag 感覺  
        - [x] Flag —> BrassMonkey —>挖冰淇淋跳 2025/2/17  
            * Flag to BM成功率：5/5，可能是練了倒立？感覺上去不難哦🔓開心  
            * 冰淇淋跳成功率：4/5？但很不帥，都是跌下來的，怕死  
        - [x] Baby Fonji 2025/4/21  
            * 成功率：0，在shoulder mountㄉㄨㄞ很久  
        - [x] Flag Swing  
            * 右翼flag 可3下；左翼撐不住欸  
    - [x] 手倒立  
        - [x] 他們上週的課  
            * 成功率：0/3，還是到不了princess shoulder mount耶，感覺超奇怪  
    - [x] Ayesha 基本功(跳上 / 毛毛蟲) 做1-2下就好  
        - [x] Twisted：跳腹1，🐛1  
        - [x] True Grip ：跳腹1，🐛1  
        - [x] Cup ：跳腹1/2，🐛1  
        - [x] Elbow ：🐛2  
        - [x] Forearm ：princess shoulder mount 1 (twisted grip), hello boy 1 (true grip)都不夠穩  
        - [x] Double Forearm (Football Grip) ：🐛2，不夠穩；感覺可以跳，但沒成功  
    - [x] 其他  
        - [x] 跑跑 chair spin  
            * 左右各2次都直接成功，感覺有暖開就好了  ",日常練管紀錄 202504-06.md
2025-05-28,旋轉腹上三個,舞雲,0.0,"* 成功率：0/3  
* 穩定度：沒勾到，也有試著推推手  
* 表現：情緒不太穩定，不太專心。下次再試  ",日常練管紀錄 202504-06.md
2025-05-29,高級旋轉,Flow,1.0,"* 強度：中（本身有點點累，課表也排的不多）  
- [x] 暖身  
- [x] 主菜  
    - [x] 高級旋轉  
        - [x] 旋轉 Allegasus + Mermaid 2025/3/17  
            * Allegasus 成功率：4/4。  
                * 扭轉（天堂鳥的感覺）越強、最好背背到管、手到胯下距離越短、越好抓cup。  
                * 感覺跟之前嬌嬌老師教的 2024/11/10 的有點點像  
            * Mermaid 無法直腿腿貼後面捏  
        - [x] 旋轉 buibuibend + 飛馬Pegasus 2025/1/20  
            * buibuibend 成功率：3.5/6（偷夾右腳偷到的）  
            * 飛馬Pegasus 成功率：3/3，飛馬會降速好多。🔓成功自己進飛馬！  
        - [x] 旋轉 怕得要死的 coco K 2025/1/8  
            * 反抓劈腿離管成功率：3/4。感覺身體越用力越好劈腿～但感覺角度有點怪，不確定往哪裡戳。  
            * 怕得要死的體前彎：0/4  ",日常練管紀錄 202504-06.md
2025-06-02,踢三個帥的 handspring,舞雲,0.0,"* 成功率：4/4，感覺可以在壓腿快一點，總覺得腳軟軟的  
* 穩定度：中  
* 表現：今天發現可以在上面踩腳踏車，好玩🤣  ",日常練管紀錄 202504-06.md
2025-06-03,手倒立,心室,1.0,"* 強度：中（練短小trick, 專心+信心）  
*🎁你要想的不是你做不起來，而是你要怎麼樣才能做起來*  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] 降低CD時間  
- [x] 主菜  
    - [x] 手倒立  
        - [x] 倒立進十字腿+ 直升機 2025/4/2 (1)  
            * 倒立跳了大概10+多次，直升機試了8次吧。  
            * 跳上去變穩了！直升機也hold 屁股更好了🥳  
        - [x] 頭倒立暖身 2025/6/2  
            * 試了3-5次多吧，完全拉不起來，再練  
        - [x] 帶動力背上預備+跳五個背上 2025/6/2  
            * 試了大概5-10次，成功率很低，但慢慢能能塞對、能直腿hold住了👍  
    - [x] 基本功與handspring   
        - [x] Handspring 直升機  
            * 成功率：?/3  
            * 都沒放好十字腿捏  
        - [x] Shoulder mount 站起來  
            * 成功率：3/9  
        - [x] forearm Ayesha 跳上👉慢動作趴虎 2025/5/28  
            * 成功率3/4  
            * Forearm跳上去還是不好看；趴虎不留意會摔  
        - [x] Football grip Ayesha  
            * 成功率：1/1 沒時間了😂  ",日常練管紀錄 202504-06.md
2025-06-04,旋轉希臘神腹上,舞雲,0.0,"* 成功率：0/3  
* 穩定度：希臘神變輕鬆囉  
* 表現：偷跳，右腳上了左腳就掉了  ",日常練管紀錄 202504-06.md
